,elect,hot,chill,elect_c,hot_c,chill_c,total,total_c,vals,perc_change
0,142453.40824978868,71662.765076043,65269.39710980665,25328.67,9780.94,7794.79,279385.5704356383,42904.4,0,0
1,135873.48034495712,73795.53744089301,64016.13950487618,24129.04,10072.03,7645.12,273685.1572907263,41846.19,1,1
